CERTNumber,UBPRReportingPeriod,UBPR7316,UBPR7400,UBPR7402,UBPR7408,UBPR7410,UBPR7414,UBPRD486,UBPRD487,UBPRD488,UBPRD490,UBPRD646,UBPRD647,UBPRD648,UBPRD649,UBPRD650,UBPRE001,UBPRE002,UBPRE003,UBPRE004,UBPRE005,UBPRE006,UBPRE008,UBPRE009,UBPRE010,UBPRE012,UBPRE013,UBPRE018,UBPRE019,UBPRE023,UBPRE024,UBPRE025,UBPRE026,UBPRE027,UBPRE084,UBPRE085,UBPRE088,UBPRE089,UBPRE090,UBPRE091,UBPRE093,UBPRE094,UBPRE095,UBPRE097,UBPRE099,UBPRE100,UBPRE101,UBPRE102,UBPRE104,UBPRE106,UBPRE108,UBPRE109,UBPRE110,UBPRE112,UBPRE113,UBPRE114,UBPRE115,UBPRE267,UBPRE272,UBPRE277,UBPRE315,UBPRE316,UBPRE317,UBPRE318,UBPRE319,UBPRE320,UBPRE321,UBPRE322,UBPRE345,UBPRE349,UBPRE350,UBPRE352,UBPRE353,UBPRE354,UBPRE357,UBPRE362,UBPRE363,UBPRE364,UBPRE365,UBPRE370,UBPRE371,UBPRE372,UBPRE373,UBPRE389,UBPRE390,UBPRE393,UBPRE394,UBPRE395,UBPRE396,UBPRE399,UBPRE401,UBPRE405,UBPRE407,UBPRE408,UBPRE410,UBPRE414,UBPRE415,UBPRE416,UBPRE417,UBPRE418,UBPRE419,UBPRE420,UBPRE422,UBPRE423,UBPRE424,UBPRE483,UBPRE484,UBPRE487,UBPRE488,UBPRE491,UBPRE492,UBPRE499,UBPRE500,UBPRE503,UBPRE504,UBPRE507,UBPRE508,UBPRE511,UBPRE512,UBPRE515,UBPRE516,UBPRE519,UBPRE520,UBPRE535,UBPRE536,UBPRE541,UBPRE542,UBPRE543,UBPRE544,UBPRE549,UBPRE553,UBPRE554,UBPRE555,UBPRE556,UBPRE557,UBPRE558,UBPRE559,UBPRE560,UBPRE561,UBPRE562,UBPRE563,UBPRE565,UBPRE566,UBPRE570,UBPRE571,UBPRE572,UBPRE573,UBPRE574,UBPRE575,UBPRE576,UBPRE577,UBPRE578,UBPRE579,UBPRE580,UBPRE581,UBPRE586,UBPRE587,UBPRE594,UBPRE595,UBPRE600,UBPRE624,UBPRE630,UBPRE635,UBPRE637,UBPRE879,UBPRE884,UBPRF897,UBPRJ243,UBPRK440,UBPRK443,UBPRK444,UBPRK447,UBPRR029
14015,9302015,2.5245,1.5757,0,1.2494,-15.1989,0.0774,8.63,17.86,17.86,0,0,0,0,30.3931,6.4307,2.8786,0.26,2.6186,0.1404,2.1945,0,0.0104,0.5749,0.5252,0.5252,0.5252,2.6882,0,1.1411,40.997,6.1497,0,10.3281,0.1664,0.4524,79.5408,80.798,4.9872,4.852,4.5941,6.0231,3.8735,5.5407,2.1574,2.1364,1.4369,2.5933,1.7081,0.3414,0.306,0.4189,0.5691,0,NULL,NULL,0.3406,1.2271,0,1.2271,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,16.2254,4.4352,0,39.4762,97.6013,0,14.4437,17.487,7.1261,23.5272,90.4722,0.4027,0,0,0,0,0,0,NULL,5.8452,NULL,0,0,0,0,0,0,34.3214,0,17.7202,0,5.8452,57.8868,30.082,4.4554,7.5185,NULL,NULL,0,0,0,0,1.0063,0,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,0.0774,0,NULL,0,0.0774,16.2215,1.0066,4.6038,62.9933,0.9304,9.1234,1.937,2.2818,2.1816,0,0,40.0265,0,41.4662,0.5815,40.8847,62.901,5.0289,57.8722,62.3997,150.4836,-20.9336,0,0,0,NULL,0,NULL,0,46.26,0,6.1497,3.6647,0,121.2523,268.6015,4.6991,8.6463,26.071,88.6549,1.8163,-22.6061,17.86
14024,9302015,4.2249,1.6745,91.573,1.8439,26.8573,0.329,6.62,9.81,10.84,19.547,1.8459,75.3659,7.1172,185.1916,17.4887,4.7333,0.9888,3.7444,0.4514,2.9389,0.093,0.1378,1.3016,1.2266,0.8591,1.2266,3.8509,0,0.8983,76.4009,1.5359,31.3624,8.4356,0.348,0.9165,70.045,92.5691,5.6316,5.5963,5.2119,6.1439,6.531,7.0915,2.1863,2.1678,1.9029,1.6048,0,1.3805,0.3666,2.288,1.8736,0,1.577,NULL,1.3948,5.0836,0,5.1622,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.3533,0.1324,0,19.2836,95.1644,0,19.6853,12.8204,4.8853,11.1302,86.949,0,6.1157,0,5.1514,0,1.0529,0,14.3684,10.7741,0,0,0,0,0,0,1.0529,37.3931,0,9.9513,0,15.9256,64.3229,9.5752,13.3774,11.4891,0,0,0.3427,2.6386,0,0,0.6166,1.162,0.9377,2.9785,0,0,NULL,NULL,0,0,0,0,0,0.3564,0.2665,0.0625,0,1.5597,0.329,29.8267,1.1466,2.3591,65.6554,2.9908,19.7382,4.1374,0,0,0,0,18.4369,0,59.0523,8.1987,50.8536,78.2223,22.6402,55.5821,44.5828,75.4972,14.4694,0,0,0,NULL,0,0,0,93.77,76.3209,18.2262,3.6407,0,259.1638,685.4355,5.4195,6.728,33.5585,82.0798,4.8705,15.2947,9.81
14029,9302015,0.5065,1.4052,34.6529,7.1729,15.3379,0.1803,10.82,12.89,14.15,125.1762,20.4057,296.3143,48.3039,343.3923,55.9783,4.4092,0.4375,3.9717,0.1275,2.3965,0.1312,0.007,1.5784,0.8793,0.8793,0.8793,4.2383,0.1695,1.714,71.9632,5.3332,3.4126,9.7992,0.1537,0.8376,58.4629,99.9594,7.0987,5.5039,6.6767,6.1459,6.318,NULL,3.2573,2.2997,NULL,1.5118,1.6,0.9041,0.7023,1.0003,0.9599,NULL,NULL,NULL,0.9041,9.5216,0,9.7245,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.6101,11.2659,0,14.2441,92.6045,0.5935,28.2391,1.4063,29.3698,0.1022,89.3668,0,0,0,27.626,0.171,8.7301,12.1571,9.5061,7.499,0.8222,0,0,NULL,-0.0046,0,20.8873,8.8159,0,0.2046,1.6136,35.125,66.6463,0.1919,32.4698,0.6139,0.8836,0,0,0,0,0,0,0,0,0,0,0,1.4433,0,0,0,0,0,NULL,NULL,0,0.1803,1.5232,0,0.57,11.819,2.037,2.293,76.5476,8.7935,10.4304,10.8305,0,0,0,0,15.2808,0,39.7125,2.3731,37.3394,59.6593,10.8651,48.7942,57.7458,145.4099,-18.0334,0,0,0,0.3188,0,0,0.7775,81.2514,0,8.1613,7.2906,0,220.1551,408.201,4.9436,10.3457,24.6557,83.2787,5.5938,3.9517,12.89
14051,9302015,2.6061,1.1362,64.8318,5.1997,14.9068,0.0276,9.69,13.88,15,0.5929,0.1027,0.5929,0.1027,20.9122,3.6206,3.5832,0.3097,3.2735,0.4061,1.9896,0,-0.0221,1.6679,1.0335,1.0335,1.0335,3.483,-0.0028,1.297,58.0663,3.8743,0,3.9179,0.1723,0.6811,54.0716,63.9095,5.7403,4.7145,4.9431,4.5361,5.0458,4.2585,2.6025,1.9931,1.7277,NULL,0,0.3168,0.1239,0.5102,0.5733,0.1554,1.2073,NULL,0.4489,13.5521,0,13.5521,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.1724,0.5535,0,35.6234,93.779,0,22.7505,21.605,5.7906,11.2304,77.5264,2.0449,7.5706,2.8477,0,0,0.026,0.706,NULL,3.9883,0,-0.0352,0,0,0,0,0.732,7.5834,1.5766,40.7189,0,3.9883,53.0226,32.0878,11.5612,3.3284,0,0,0,2.6267,0,0,0,0,0,0.1779,0,0,NULL,NULL,0,0,NULL,NULL,0,0,0.0276,0,0,0.2033,0.0276,3.368,0.1707,2.1834,90.1562,5.5641,31.3327,5.7349,0,0,5.1553,0,34.696,0,58.0907,2.7989,55.2918,65.4445,6.3155,59.129,62.8361,108.1689,-4.7454,54.7147,0,54.7147,0,0,NULL,0,74.235,27.0895,11.0164,6.0538,0,262.3375,306.3398,6.2749,9.2189,13.6169,74.9934,2.5327,9.7347,13.88
14069,9302015,4.5448,1.2325,6.8681,4.8223,9.1724,6.3493,23.18,26.83,28.08,0,0,18.3444,5.884,18.3444,5.884,4.7176,0.4465,4.2711,0.2536,2.1363,0.2679,0,2.1205,1.3004,1.3004,1.3004,4.4275,0.0146,1.6931,75.4578,5.2514,17.3495,16.0952,0.3001,0.6037,47.2139,91.9977,7.4484,5.2725,5.0969,5.5238,8.6225,5.0506,4.0774,3.4221,2.0028,NULL,0.9244,0.7671,0.6868,0.9267,0.8641,NULL,0.2133,NULL,0.7221,10.7432,0,10.7432,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2.5628,0,19.5962,0.5667,95.7317,0,12.9113,9.5015,0,23.352,70.9896,0,5.0781,0,5.5402,0.0485,0,0,0.3016,0,NULL,0,0,0,0.2952,-0.3593,0,10.294,0,35.6386,0,5.5402,51.4729,33.0368,11.3924,4.0979,NULL,NULL,0.6609,4.3826,39.893,0,6.6477,0.0317,0,4.8214,NULL,NULL,NULL,NULL,NULL,NULL,39.893,0,0,0,0.7346,5.6146,NULL,1.2803,6.3493,7.6688,4.1647,1.8474,83.2769,0.827,17.8508,4.9917,0,0,1.3399,0,0.5612,17.9394,44.0846,0.0107,44.0739,56.8041,3.8317,52.9725,47.766,108.3506,-3.6813,5.6963,0,5.6963,NULL,NULL,0,0,105.1485,10.1597,5.6387,4.8057,0,124.3211,155.6767,5.3957,23.3107,25.2255,70.9903,0,1.6633,26.83
14078,9302015,2.6011,1.9763,41.4523,4.9139,3.8738,1.3061,9.32,11.68,12.81,12.0227,1.7463,111.6702,16.2201,269.5586,39.1534,3.8642,0.2808,3.5834,1.5222,3.5724,0.4052,0.0727,1.2007,0.7923,0.7923,0.7923,3.8758,0.2751,1.2795,67.2408,4.4404,21.8852,6.0055,0.4403,1.1558,69.9701,73.1722,3.8594,4.665,4.8277,4.2581,10.3499,0.1358,2.9109,2.4236,1.5627,2.1049,0.24,0.4253,0.1143,1.1817,1.0091,0.4878,0.1334,NULL,0.4187,17.0875,0,17.4525,0,0,0,0,100,100,0,0,0.2637,1.3345,0.6293,0,22.0363,91.7667,0.1837,10.4149,11.9428,19.7691,32.366,88.6526,0.0057,0.4808,0,11.8772,0.3379,0.2253,1.4417,1.0121,23.6842,0.4112,0.4614,0.1111,0,0.2589,0,1.6671,24.0223,4.1416,0.8209,2.2967,35.5613,64.3683,0.007,33.5535,1.6699,10.1795,0,2.4605,1.258,0.9853,0.7175,0.4137,0.4274,0.3325,0.6952,0,0,11.8899,0,1.0944,0.9921,0.7753,0.1888,0,0,0.0426,1.2635,0,0.7348,1.6006,15.3266,4.4589,2.8642,63.5675,0.7838,15.2366,5.2428,9.9455,9.9455,0,0.6857,21.8901,0,54.0319,1.8211,52.2108,68.1726,5.2457,62.9269,76.6185,141.8024,-22.5866,0,7.6009,7.6009,0.4755,0.1668,0,0.7586,75.2664,85.7334,7.5842,4.7649,3.9622,263.1395,435.5955,5.1289,10.334,11.1952,84.5903,2.9646,0.4046,11.68
14084,9302015,7.571,1.6954,0,3.5738,-31.4892,0.2194,8.46,20.38,21.63,0,0,1.9632,0.3695,12.5153,2.3554,3.4181,0.1321,3.286,0.5284,3.2366,0,0,0.5778,0.455,0.455,0.455,3.4696,0,1.1892,46.8008,5.4047,0.5999,18.1391,0.3963,1.1449,84.8522,51.332,3.0477,5.5175,5.4514,5.1255,9.0541,5.1305,2.8594,2.4238,2.0792,NULL,1.4416,0.1657,0.1522,0.1394,0.3128,0,1.9753,NULL,0.1839,5.6108,13.5076,30.0558,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,32.6952,1.2182,0,13.1318,93.4286,0,18.4878,28.4273,10.341,9.1933,88.7786,1.6266,0.7475,0,0,0,1.6068,0,10.3,2.0667,0,0,0,0,0,0,1.6068,34.5687,0,18.2116,0.3125,2.0667,56.7663,25.0752,7.9869,7.6154,NULL,NULL,0,0,0,0,0,3.6822,1.6393,2.6826,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,0.1039,0.1155,0,0.993,0.2194,15.4326,7.4264,3.9757,43.8204,4.796,11.0522,12.2225,0,0,0,0,11.9162,0,37.8432,1.1156,36.7276,44.9852,2.1875,42.7978,64.7709,171.1561,-26.9277,0,0,0,NULL,0,NULL,0,54.3262,57.0904,5.4047,5.4619,0,123.3129,297.2393,5.686,8.4693,15.9226,82.3719,6.4025,-40.8494,20.38
14095,9302015,-6.355,1.3006,96.4824,-0.5825,-48.2036,4.2521,10.86,41.41,42.15,22.9383,10.9315,45.2384,21.5589,45.2384,21.5589,2.1793,0.0814,2.0979,0.9089,2.5674,0.0933,0,0.3462,0.3375,0.2285,0.3375,2.1807,0.329,0.8349,24.9981,0.1172,11.9587,8.4458,0.2001,1.0666,85.3847,44.4627,2.892,7.9866,13.5839,2.9976,11.3305,8.0877,0.7359,0.7359,0.7263,4.7618,0.3033,0.134,0.1018,0.2661,0.249,NULL,NULL,NULL,0.134,3.0383,0,3.2383,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,14.1666,0,0,60.3955,96.0574,0,29.2193,38.1002,0.5333,11.3124,89.463,0,0,0,2.3384,1.0353,0,8.2101,0.2026,0,0,0,0,0,0,0.8967,8.2101,2.1067,0,1.4912,2.9403,2.3384,17.0868,4.5008,37.6962,39.2536,0,0,6.6518,3.4656,38.9535,6.9767,2.5636,0.6221,2.7421,4.403,NULL,NULL,0,0,NULL,NULL,38.9535,6.9767,0,0,0.1312,4.1209,NULL,3.125,4.2521,0.3488,0,0.2556,84.8189,0,1.4447,0,0.1458,0.0707,0,0,61.1438,0,4.1598,0,4.1598,48.6778,0.7291,47.9486,77.4464,1861.7636,-73.2865,0,0,0,0,NULL,0,0,28.475,59.9297,3.3305,0.7822,0,26.5549,53.8856,9.6742,10.4002,8.6186,87.7838,1.6792,-53.5462,41.41
14158,9302015,2.9137,2.0045,63.3425,7.7991,13.2456,0.5504,8.53,12.33,13.53,65.3512,7.3847,262.481,29.6605,425.6935,48.1036,4.2075,0.3296,3.878,1.5735,3.5172,0.0863,0.0088,1.8568,1.3281,1.3281,1.3281,4.0865,0.0133,0.9975,80.8457,5.7692,6.3828,3.7291,0.5017,1.011,64.5187,64.5331,3.2251,4.8214,4.8892,7.0649,7.0168,3.0952,2.763,2.3784,1.7739,2.3882,0.7389,0.327,0.1105,1.1,0.6702,0.4015,1.8841,NULL,0.3753,16.9806,2.6826,19.9077,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2891,3.2529,0.0196,0.928,8.6675,92.3275,0.0334,4.2036,4.0014,16.0465,41.1001,87.7481,0.2688,3.0484,0,12.752,0.025,2.7656,4.0881,2.1807,18.8812,-0.0983,0.0245,0,0,0.1453,0.3489,6.8537,35.1446,2.2376,0.5194,9.9244,31.6333,84.0754,0.1131,4.2507,0.8414,0.0777,0.0268,0.9342,0.8249,0.4064,0.2054,0.1662,0.0853,0,0.145,0,0,0.1274,0.0439,0.593,0.3474,0.1365,0,0,75.1756,0.0933,0.4571,-0.0877,0.497,0.5624,25.8066,19.8495,3.294,64.3492,13.2952,17.79,33.1448,0.2942,0.1899,1.3239,0.2938,8.2983,0.8425,60.2851,1.0006,59.2845,64.6636,7.3219,57.3417,66.9617,111.0749,-6.6765,15.7366,3.4917,19.2283,-0.1055,0,0,2.9779,91.693,8.9274,15.7381,2.108,2.8419,364.7911,735.1634,5.1971,8.4687,16.509,79.4586,5.8873,9.1721,12.33
1417,9302015,9.1063,1.7771,35.2364,6.3952,-5.4765,0.8922,12.5,18.96,20.21,33.8958,7.0798,102.7401,21.4593,195.986,40.9356,4.227,0.249,3.978,0.8715,3.1433,0.0981,0.0017,1.6099,0.9559,0.9559,0.9559,4.3189,0.19,1.4107,60.2665,4.4873,8.2472,4.9196,0.3385,1.0276,64.8162,54.4823,3.1946,5.9985,5.2862,5.8681,9.6768,NULL,2.0095,1.6948,1.1381,1.5663,0.2749,0.3731,0.2789,0.6467,0.9889,0,4.7999,NULL,0.4084,7.6355,12.2653,21.2162,0,0,0,0,100,100,0,0,0.1624,9.6812,0,0,20.333,90.9979,0.2692,28.4659,19.5035,15.6254,8.8358,83.6274,1.865,0.6319,0,12.755,0.6596,0.8651,4.7571,1.5769,19.4499,0,-0.5295,-0.097,NULL,0.2495,2.2722,5.6221,21.6749,2.7678,0.7403,2.1716,32.2049,62.4138,0.5486,25.6303,8.6323,0,0.3546,1.5259,1.4732,0.3456,0.5878,1.6751,2.5956,0.1518,2.5578,0,4.3783,0,0,0.5516,0.9383,0,0,NULL,NULL,0,0.8922,0,1.4199,1.0982,12.849,0.758,2.5043,64.3875,1.3196,10.4786,2.0777,4.6881,4.6347,0,0.1835,21.1769,0,36.0011,0.8452,35.1559,55.5262,4.0602,51.466,74.4996,206.9373,-38.4986,0,1.5322,1.5322,0,-0.1606,0,14.9252,71.1569,42.9019,6.9287,5.5537,0,165.4312,295.3995,5.641,13.6304,8.6424,70.453,2.5542,7.0296,18.96
14178,9302015,-1.4491,1.0591,19.6007,2.4065,-19.0193,0,14.7,30.9,32.16,18.0387,6.9919,18.5785,7.2011,60.036,23.2703,3.4321,0.3512,3.0809,0.1335,1.7998,0,0,1.4146,1.0078,1.0078,1.0078,3.1197,0.0407,2.1691,39.3244,5.6505,0,-3.74,0.2707,0.4701,55.993,70.1801,6.4855,5.5496,5.5048,5.7547,6.7642,5.7523,2.5227,2.0686,1.7681,NULL,0.2093,0.4705,0.273,0.9901,0.7312,NULL,NULL,NULL,0.4705,4.3131,0,4.4309,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,11.6649,0,34.4997,11.6123,96.8652,0,11.9149,0.4229,44.7877,0.5264,85.5006,0,0,0,0,0.0407,4.3505,5.21,NULL,16.0646,0,0,0,0,0,0,9.5606,23.7462,0,34.7641,0.1086,16.0646,84.2442,9.3887,5.2768,1.0391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,8.9655,0,1.6386,78.6277,0.0673,33.2745,0.0673,0,0,0,0,11.9134,35.4822,48.1679,1.5279,46.64,56.1803,7.7951,48.3852,56.4957,117.2889,-8.3277,0,0,0,0,0,NULL,0,46.3572,13.0131,7.0281,2.4065,0,140.2429,216.1134,5.57,14.2825,25.8091,83.461,2.0389,-27.1437,30.9
14185,9302015,-2.4499,1.9815,79.1734,4.5857,31.899,0.1803,11.79,14.89,16.14,13.4197,2.3567,64.8259,11.3842,107.0656,18.8021,4.3495,0.3405,4.009,0.8013,3.1791,0.0873,-0.0078,1.5361,1.4465,1.0138,1.4465,4.2986,0.2047,1.4227,70.6857,2.5911,1.6971,5.0919,0.3358,0.8618,66.0894,65.4343,3.3696,5.3634,5.1211,6.4055,8.2341,5.0174,2.9356,2.5237,2.2497,2.6826,0.3158,0.387,0.1371,0.7203,0.7667,0.2728,1.1111,NULL,0.408,9.4019,6.0316,15.4902,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.8402,0,0,21.7626,90.9322,0.0364,5.1918,2.0627,2.4924,41.4377,83.1466,2.1561,2.6021,0,8.4473,0.2755,0.7888,1.8237,8.1066,7.7525,-0.1079,0.211,-0.0139,0.4578,0.1775,0.3053,2.6125,28.2382,0.3775,16.3235,1.1477,16.1998,64.5217,21.501,7.5392,5.9381,0,0,0.4966,1.5915,0.1737,0.3319,0,0.1108,0.2025,2.5911,0,0,0,0,0.3594,0.6867,0,0,0,0,0.0048,0.1755,0,0.6614,0.2287,19.8368,7.3508,6.3554,69.6676,4.6804,22.1764,12.0312,2.2569,2.2569,0,0,20.1849,0,57.1082,0.2523,56.856,70.8923,7.6761,63.2162,46.3469,81.1562,10.7613,0,0,0,-0.1546,0,-0.0267,1.2878,90.6019,60.5689,12.4414,11.0864,0,190.9085,360.9758,5.4793,11.5446,27.7677,77.7184,4.1943,16.5222,14.89
14195,9302015,2.8361,1.4055,71.2772,7.8527,11.7735,0.1657,10.01,11.26,12.49,0,0,15.5856,1.911,38.2302,4.6875,4.1983,0.6246,3.5737,0.4919,2.0726,0.1434,0,1.8495,1.755,1.2004,1.755,3.7041,0.0443,1.2099,89.1408,4.9633,0.2371,3.4067,0.1838,0.4834,50.9799,95.349,6.7414,4.5143,4.5568,4.6987,4.3183,4.3134,3.2783,3.2783,2.8571,NULL,1.1405,0.5674,0.5096,0.7765,0.7553,0.3763,3.6941,NULL,0.8193,8.7985,0,8.8365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3.0014,0.3258,1.5483,0.9677,95.0197,0.002,13.4266,13.9419,7.3847,23.0763,78.7686,4.5355,6.3963,0,1.6018,0.0519,0.0331,0,40.0441,2.8931,0,0,0,0.1029,-0.0048,-0.1211,0.0331,6.9227,0.0093,29.4967,0.1991,4.4949,41.1464,44.7632,12.0621,1.4453,NULL,NULL,0.2032,0,0,0,0.2055,0,1.5212,0.3968,NULL,NULL,NULL,NULL,0,0,0,0,0.2374,0.0161,0.1355,0.0302,0,0.0124,0.1657,6.3729,0,3.6367,86.4259,0,14.6049,0,0,0,0,0,0.9846,1.6085,39.3549,0.8692,38.4857,51.5106,11.0027,40.508,61.6462,156.6415,-22.2912,0,0,0,NULL,0,0,4.4881,107.1966,0,17.2801,4.9143,0,278.3012,336.4546,4.5081,10.081,16.2052,74.0346,4.734,7.6792,11.26
14208,9302015,-1.6599,1.3826,62.2384,5.8607,20.6683,0.0358,9.09,13.08,14.33,0,0,88.485,16.1888,88.485,16.1888,3.8702,0.5225,3.3477,0.4793,2.1298,0.1494,0.0288,1.5765,1.2166,1.0405,1.2166,3.5254,0.002,1.8622,53.4903,4.8737,1.3661,2.5313,0.1406,0.6066,55.6523,57.4239,4.2432,4.6753,4.8842,5.4046,6.6607,4.7887,3.4899,2.6581,1.7774,1.4358,18.2366,0.6811,0.4128,0.8495,1.3339,1.2987,1.2658,NULL,0.7226,3.2043,0,3.2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.9427,2.2767,0.0035,37.08,94.2469,0.0227,12.2601,10.9991,24.5082,9.7244,84.517,1.5458,3.5863,0,15.6698,0.0061,0,0,NULL,0,NULL,0,0.0383,0,0,0,0,20.5921,0,16.8895,0,15.6698,53.1514,30.6516,7.4466,3.7289,NULL,NULL,0,1.1344,0,0,0.4224,0.704,0,0.5106,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0.0358,0,NULL,0.3086,0.0701,17.533,0.5461,5.9299,74.6453,4.3648,29.8926,4.9109,0.7452,0.5355,3.158,0,38.4157,0.0016,58.1208,0.2438,57.877,66.8983,7.1351,59.7632,55.8072,96.0193,2.3136,34.6995,0,34.6995,NULL,NULL,0.0383,1.9738,65.3177,32.7728,12.9064,5.1765,0,183.2613,293.8962,4.3677,9.36,20.1175,76.1047,6.9077,12.8928,13.08
14209,9302015,2.7641,1.5321,42.9421,6.6918,8.3964,0.3253,13.53,17.42,18.62,34.433,6.7423,153.2114,30.0003,264.0041,51.6946,3.8639,0.3726,3.4913,0.8696,2.5774,0.0236,0,1.7598,1.5561,1.1439,1.5561,3.6522,0.0123,1.2583,73.8633,6.5594,1.4272,7.2191,0.3011,0.7442,59.1036,72.0723,4.623,4.549,4.4476,4.5208,5.6845,4.386,3.0563,2.4374,1.9228,2.8376,0.5742,0.4535,0.1573,1.0701,1.0547,0.4937,NULL,NULL,0.454,15.936,6.5447,23.0076,0,0,0,0,100,100,0,0,0.0648,5.4637,0,0,18.0636,95.0904,0.0429,3.7256,2.6208,16.5008,33.6261,83.3183,2.5717,0,0,20.5405,0.0284,1.1851,5.2021,4.3788,20.9305,0,-0.0131,-0.0256,0,0.1528,0.1551,6.3872,15.9932,1.6949,9.9278,2.7458,41.471,76.525,6.9211,13.2939,2.0905,1.0305,0,0.2967,3.05,0.3392,0.593,0.3207,1.6452,0.29,0.6162,0,0,1.2905,0,0.6118,1.1506,0.0492,0,0,0,0.038,0.2874,0,1.1259,0.3253,14.1805,0.5268,5.6045,77.9191,0,11.5076,0.5268,0,0,0,0,17.5099,0,46.6207,3.3977,43.223,75.5926,14.1051,61.4875,55.727,119.5326,-9.1062,0,0,0,0,0,-0.0517,0.0864,89.087,37.6753,11.496,6.5771,0,278.4096,393.613,4.7365,13.5828,22.7344,79.1484,4.1104,2.7839,17.42
14225,9302015,-1.4156,1.4158,0,7.7679,9.3679,3.7726,8.7,14.64,17.15,3.7481,0.6996,21.2422,3.9652,31.4739,5.8751,4.0144,0.2779,3.7365,0.4504,2.7486,0.1238,0,1.3145,0.8007,0.8007,0.8007,4.0377,0.2149,1.8463,53.3409,9.7821,22.1886,0.5136,0.2897,1.0431,65.6471,62.3173,4.4026,5.8778,6.2443,6.0316,9.2348,5.5528,2.3009,1.885,1.1402,1.7751,0,0.3881,0.1542,0.7049,0.7465,0.6431,5.2003,NULL,0.4113,8.2886,0,8.2886,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.5642,0,0,39.2092,93.2451,0.0305,12.8346,30.4837,0,23.0667,90.4795,0.5052,0.2457,0,0.9519,0.2974,0.3305,0.1462,0.5202,1.9866,23.1431,-0.0061,0,0,0.0991,1.8915,0.4767,37.2923,3.7806,15.8653,2.8558,2.9385,59.4286,15.3417,20.5275,4.6898,0,0,5.2994,1.5793,0,4.1723,4.4327,0.8117,0.039,2.0265,0,0,0,0,0,0,0,14.2529,0,0,0.2235,3.549,0,0.9977,3.7726,33.9818,7.8294,20.2222,55.9964,2.7168,12.3533,10.5461,0,0,0,0,37.5617,0,60.1659,1.8467,58.3192,74.0115,8.7715,65.24,67.4807,112.1578,-7.3148,0,0,0,75.4698,0,0,0,58.7079,22.6739,9.7821,7.5332,0,114.116,317.8836,5.7189,8.1446,21.345,87.73,2.7492,-0.248,14.64
1427,9302015,3.6722,1.8951,54.9915,4.1561,8.0045,0,14.96,23.7,24.94,13.042,3.0467,70.7712,16.5325,70.7712,16.5325,4.4705,0.3703,4.1002,0.2972,2.7721,0,0,1.6253,1.4396,1.0727,1.4396,4.355,0.0037,1.1587,65.9322,4.357,0.1591,3.742,0.3459,0.531,63.0386,69.1538,3.7003,5.7448,5.4523,6.1382,7.3167,NULL,2.6624,1.9702,1.2245,1.829,0.8593,0.6058,0.3207,0.9009,0.5912,0.5128,NULL,NULL,0.6022,2.8214,0,2.8394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2.3652,0.6675,0,27.029,94.9979,0,19.8646,9.0059,0,22.0073,81.5669,3.4837,0,0,11.6427,0.0075,2.8067,0,NULL,0,0,-0.0069,0.0634,NULL,0,0,2.8067,52.6967,0.2836,14.8029,0.4199,11.6427,82.3689,2.8669,4.611,10.1532,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,0,0,0,35.5308,0,9.302,56.4644,0.2666,15.507,0.2666,0.836,0.2234,0.045,0,26.0702,0,46.8381,0.2,46.6381,74.1658,6.5707,67.5951,52.7674,112.6592,-5.9293,0.3041,0,0.3041,NULL,NULL,0,0,77.7971,55.888,9.6803,4.716,0,117.9558,351.347,5.9269,14.8156,27.8648,78.7426,2.8248,-1.0669,23.7
